Info,Anzahl
Eintrag zwischen 15. Aug. und 13. Okt.,1
"Witwer (""der Witling""). ""Starb Dienstag post Laetare 27. Martii A°. 1666.""",1
[bapt.] 9. 8ber 1714,1
"""Stettrichter""",2
nat. 20. Dez. 1735,2
Jagglis Sohn,5
ab der Barmet,1
getraut zu Kappel SG,1
ab dem Schattli,1
"""Strümpfw[eber].""",1
s Rohtbauren,1
Bapt. 30. Octobris 1740,1
Liennert,1
b. 23. Aug. 1772,1
Bat-Jochemen Sohn,1
Unvollständiger Eintrag: Name des Bräutigams fehlt. [Name und Herkunft aus dem Ehebuch Volketswil ergänzt.],1
Teste diac. ad Sp. S.,1
"der Ziegler zu Ebertswil, aet. 18 J. 3 M.",1
"""testis Diac. abbattissanus""",1
"Er hatt zimlich einfaltt geanttwortt, aber versprochen, die Predigen dest flißiger zu besuchen.",1
"Trauung am 19. April in Zürich (""in der Statt"") vorgesehen",1
b. Rappen,1
"Keine Trauung. Mr., Sattler",1
"""non hujus parrochie""",1
im Unteren Steinshof,1
Hans Konrad Wipfen sel. Sohn,2
verkündet 22. Sept. in Pfäffikon,1
aus ober Schönenberg,1
ab der Burghalden,1
"""Trächsler""",2
"""Testis D. ad Praedicatores""",2
Zimer,1
"""Tubenman""",1
"genannt ""Muser""",1
Sein Bruder Hans Jakob Nägeli heiratet am gleichen Tag. Randnotiz: + 1802.,1
liess sich schon 1708 in erster Ehe in Urdorf trauen,1
"genannt ""Schär Ulis Hans""",1
Jakob Aberlis Sohn,1
"getraut zu Urdorf ""um beßerer Komlichkeit willen""",1
Hermann Grafen Sohn,3
"Nachtrag: ""mort. den 8. 8br. 1758.""",1
cop. im Pfarhaus,1
"""von Dickhi""",1
Ehgaumers Hans Jakoben sel.,1
Hauptli,1
Joseph Gwalthert,1
"Färber ""zur hinderen Farb""",1
"""Imbislender""",1
"getraut zu Zürich beim Grossmünster (""sind bym gr. Münster in der franz. Kirchen copuliert worden."")",1
von Mümpelgard,1
Diakon bei Sankt Peter,1
"""Melcherrüti""",1
Gerichtsherr zu Berg,3
"mit der Marginalie ""Sulzbach"" eingetragen",1
"von Hakab, civis Tig.",1
Disß leichtfertige Völckli hat syn Ehr vermuthwillet,1
Hs. Joggen sel. Sohn auf dem Ryset,1
verkündet 7. Febr. zu Horgen,1
Herrn Bürgermeisters Sohn,3
"Pfarrer. Die Hochzeitspredigt hat Herr David Kitt aus ""Esaj. 62. 5."" gehalten.",1
B. den 12. Jun. 1718,1
"Zehndenmann (""XM."")",1
Jur. fil.,2
"""uß der Freüdenstatt im Wittenbergerland""",1
evangelischer Pfarrer zu Baden,1
ein gescheidener,1
uß Östery[c]h,1
von Liebenberg,1
"""Paulus Volmer""",1
"""v. Würrenlos der Pf. Ottelfingen""",1
"""von Thorlikon der Pfrr. Altikon""",1
Lange Bemerkung. Elisabeth Walther von Buttisholz sprach ihn noch am gleichen Tag als ihren Mann an.,1
"""ab Barmatt""",1
b. d. 6. 8br. 1748,1
b. d. 17. Aug. 1766,1
getauft 17. Okt. 1773,1
"Hans Schulthessen sel. zu ""Üticken"" Sohn",1
Landvogt von Grüningen,1
b. d. 17. Aug. 1760,1
Christen. Im Heumonat zuvor hatte er mit Regula Meier von Kloten gehurt,1
"Mr., Obmann der Seiler",1
Hans Heinrich Meilis Sohn,1
"""ab Kähl der Gmeind Nefftenb. u. Neüburger alhier""",1
Testis Diaconus Abbattissanus,1
"""ab der Rüti""",4
"""am untern Ort""",1
Rudolf Kleiners Sohn,2
Claus Gugeltz,1
"getraut beim Grossmünster (""Im Münster"")",1
Sind am Sambstag zusamen geben worden.,1
Heinrichen des Zimmermanns in Zürich Sohn,1
Johannes Anthoni u. Anna Maria Widmer,1
Uly Vögeli von Nüforen,1
Prädikant zu Schwamendingen,1
Gering,1
ex Placten,1
"viduus, ""aufm Berg""",1
aus dem Werd zu Seen,1
us dem Knëwis,1
"Müller ""in der Auw""",1
nat. 19. Mai 1761,1
auf der Egk,1
Geschwornen Sohn,7
"Nachtrag: ""Mort. den 28. Febr. 1783.""",1
von Hirslanden aus der Eyerbrecht,1
"25. August 1625) gibt ""Niclaus Root v. Milzingen jnn Luthrischen"".",1
Baptiz. den 25. Merz 1751,1
"getraut zu Zürich
b. 13. Jul. 1774""",1
Amtmann zu Rüti,1
"""bapt. zu Aurach 6. May 1772""",1
Jorg Zundel,1
Glasers,5
Neü-Altorff,1
Messerschmied,24
Flühen,2
"""Bartlime""",3
Exposititius,1
von Göttern aus Sachsen,1
Hans Rudolfen sel. Sohn.,1
Vorrey,1
b. 13. Aug. 1765,1
"""H. Josue Finsler""",1
"""Testis Diac. ad D. Petri""",3
[bapt.] 5. Febr. 1775,2
Zimm. Goggis,1
Waltter,1
b. 15. Jun. 1755,1
getraut zu Leeuwarden [Niederlande],1
von Salantz uß Saphoy,1
von Esch,1
bapt. den 25. 8bre 1711,1
"Witwer (""Wittwer 6 Wochen"")",1
Sein Bruder Ulrich Meier heiratet am 6. Januar 1691 (der folgende Eintrag im Buchteil Waltalingen).,1
Hans Geörg Saymann,1
"Dr. phil. und Dr. med., Stadtarzt (""der Philosophey und Artzney Doctor, und Stadt-Artzet""",1
"Hanns Petter Duß von Ghee. Trauung durch Konrad Körner (""Copulavit meo nomine D. affi. Conradus Cornerus jussu D. Lemanni permisso solenni examine."").",1
Nat. 7. Febr. 1751,1
"Müller. Hat im Bernbiet gedient und sich dort ""yngwybet. Hat anderswo das Handwerk gelernt.",1
diesmal auf der Matt in Sternenberg,1
"genannt ""Stökli""",2
ist in der Stadtwacht,1
"""auf dem Oberhof""",1
Künscher,2
Solothurner Gebiets,1
"Neubürger (""So sich in diser Gemeind im Jenner 1791 eingekauft."")",1
aus dem Ehrli,3
Ehgaumer Heinrich Meiers Sohn,1
Sein Bruder Rudolf Huber heiratet am gleichen Tag.,1
Lehenmann zu Oberdürnten,1
"N. 9. Apr. 1764, viduus",1
"samstags, ""auf endliche Erlaubnus eines Lobl. Ehgrichts""",1
"ab dem Schömet, der Pfarr Illnau",1
"""dißmahl allhie [zu Stammheim]""",1
Sein Bruder Hans Meier heiratet am 16. September 1650.,1
"Pfarrer zu Albisrieden (""pastor loci"")",2
Baten,1
"""H. Urich Notz""",1
"Elfer (""Einleffer"")",1
Ruoschman,1
Hans Jogelis sel.,1
Jochem Peter,1
Heinrich Wüsten sel. Sohn,1
nat. 26. Okt. 1766,1
"""Hs. Jacoben Filius""",1
"Nachtrag: + 6.10.1810, begr. 9.10.",1
Heinrich Fritschis Sohn,1
Zieglers und Ehgaumers sel. Sohn,1
permiss. Consist.,1
"Kleinhans Schenkels zweitjüngster Sohn (""Kly-Hansen Sohn uff dem Kelnhof, der Jüngst on einh, Aetat. 23""). ""Sind grad nach der Hochzyt mit ein-anderen nach Obern-Dübendorf uf ein Hof gezogen.""",1
"Eschenz der ""Pfarr"" Burg bei Stein [am Rhein]",1
Herrn Hans Jakob Holzhalben sel. des Goldschmieds Sohn,1
v. Wenzikon Pfarr Elgg,1
gen Husen gehörig,1
mit Bewilligung des Pfäffiker Pfarrers,2
"""H. Heinrich Radegger""",1
Chonradus,1
Hans Jakoben,9
Jagli Pur q[ui] d[icitur] Gerwer,1
letzter Eintrag im Februar,1
aus der Auwehe,4
im Thal Clost.,1
bapt. d. 19. Xbr. 1734,1
Lux Löhrlis Sohn,1
Kasparleins,1
ab dem Fehren Wallsperg,2
b. 26. Sept. 1762,1
Tysen,1
"genannt ""Kriegsmann""",2
"Moroff. ""Habend zu Rüti ein Höfli kaufft.""",1
"""copul. Hr. Büeler fil. zu Dynhart"")",1
Bölp,1
getraut zu Zürich beim Grossmünster (von Herrn Diakon Ulrich vom Silberschild),1
"mit Schein von Pfarrer Füssli bei Sankt Peter, Beisäss am Ehegericht",1
getraut zu Sankt Jakob bei Zürich,1
"1708, 14 Tag vor Osteren [Ostern 1708 = 8. April]",1
"Mr., Feilenhauer (""Fielenhauwer"")",1
Düpeler,1
Kaltensteys,2
"Montag vor dem Synodo (vor dem 8. September, also vermutlich vor der Mai-Synode)",1
Hubers,1
"""aet. 36""",2
Vogt zu Seegräben,1
"getraut zu Aeugst am Albis (""auf Äügst"")",1
zu Brenggenrüti,1
auß der Pfar Kerizen im Land Glariß,1
Hs. Joggeli Wyß,1
"""Test. Hr. Pfarr-Hr. Schwarzenbach""",1
Haga,1
Felix Albrechts sel. (Amtsfähnrichs) Sohn,1
Itelhans Stutzen sel. Sohn,1
"Hr. Joseph Veess, vid. von Memmingen, Poußirer in der Fabrik im Schoren, Homo surdus",1
Eintrag ohne genaues Ehedatum,1
b. 16. März 1732,2
Hansen fil. bey der Linden,1
bei Schuhmacher Hirzel zu Bäretswil zu Hause,1
"""filius des Vogts sel.""",1
"Buchb[inders]. Sohn""",1
Bat [?],1
"Herr Johann Jakob Heitzen sel., gew. Pfarrers ab dem Hirzel hinterl. Sohn",1
"getraut zu Zürich beim Grossmünster, wegen Blutsverwandtschaft im dritten Grad, nachdem sie von Meinen Gnädigen Herren Dispensation erlangt hatten.",1
Hs. Geörg Webers Sohn,3
"getraut im Hirzel, um 7 Uhr (""Copulati die 1. Maji. Dienst. morgens. hor. VII. dahier."")",1
"""Bunner""",1
im Alpenhof,4
des vorigen Ehegaumers Sohn,1
Halb,1
"Zürichbote (""Z. Bott"")",1
"des Rats und Constaffelherr. ""NB. Wurden ohne Predigt und Anrede copulirt.""",1
zur Zeit bei Mr. Bonhoure zu Niederurdorf,1
"""im Riedt""",1
"getraut um den 18. Juni 1730 (""Circa idem tempus""",1
us den Widen,1
ab dem forderen Schönau,1
von Hinter Homburg der Pfarr Wigoltingen,1
verkündet 14. Sept.,39
Heinrich Marti,1
Ana,4
Andares Scher,1
des Jungen,2
Schreibers Sohn,2
von Isna,1
"Hans Schmids genannt ""Prastler"" Sohn",1
"""Hans Jagli Clingers s. ehelicher Sohn""",1
ab dem obern Reinsperg,2
Wagners sel.,5
hinder dem Offen,1
aet. 31 Jahre,6
getraut zu Seengen (Kanton Aargau),1
"""Deuterog.""",4
des Quartiermeisters Sohn,1
verkündet Zürich 16. Sept. und Dällikon 23. Sept.,1
"Pfarrer (""P[astor]. L[oci]."")",1
"Heinrich Gilg, Weißen Felixen",1
b. 26. Sept. 1717,1
"""Hh. Hoz""",1
"mit Bewilligung des Ehegerichts (""fMCons."")",1
getraut zu Neuhausen am Rheinfall,9
Heinrichs sel. Sohn,42
Altorff,9
getraut zu Zürich bei Sankt Peter [Trauung am 22. Febr.],1
verkündet 20. August,3
"Buchbinder, pastoris frater, viduus",1
"Nachtrag: ""Mort. den 22. Mej. 1791.""",1
verheürathet auf Lichtmeß 1774 [2. Febr.],1
"Schulmeister (""praec. zu Husen"")",1
Bapt. 5. May 1743,2
verkündet 9. März,42
Ex Concess. Consistor.,1
Riedacker,1
"mit Bewilligung. [Das Ehegerichtsprotokoll vom 24. März 1707 nennt ihn als ""Jacques Roussier, Strümpf-Wäber, von Lusent, aus dem Languedoc"" (YY 1.196, S. 51).]",1
starb den 14den Herbstm. 1714.,1
v. Oberhusen der Pfarr Kloten,1
Auß dem Erni,1
Simon Müllers sel. Sohn. Trauungstag [1]2. Dezember (aus Abfolge erschlossen).,1
Heinrich Ritzen des Glastragers sel. Sohn,1
Munck alt dorff,1
B. den 13. Mart. 1718,1
sHänslis,1
der Wächter,1
der Jung Hans Mantzen genampt,1
Schimbrach. Auf Begehren von Pfarrer Waser in Urdorf in Birmensdorf eingesegnet.,1
Geschwaderhof,1
Joggli Toggweiler,1
"16. November 1675 ) gibt Johannes ""Filmut"".",1
Heine,3
"Gerber, jetzt zu Dietikon, wo er auf 15 Jahre eine Gerberei (""Gerwi"") empfangen hat",1
"Zeitpunkt der Schein-Erteilung an die Braut (""im Dec. 1785"")",1
Johanns Jacob Meyer,1
"""von Fisibachs""",3
"getraut im Hirzel (""auf dem Hirzel"")",2
"v. Wallstein, Pfarr Schlatt",1
"im dritten Grad der ""Blutsfreündschafft"" verwandt",1
Leeßer,1
Testes: Herr Hans Ammann,1
"""M. Jacob Schwyzer""",1
in Gupfen,1
Noppels Sohn,1
Jagli Ryche von Under Rahd,1
"getraut zu Zürich bei Sankt Peter. ""NB. Dißer hat sich in Seebach eingekauft und daselbst gesezt.""",1
"neu erwählter Pfarrer zu Neubärental (""im Bärenthal"")",1
"Eintrag gestrichen. ""Dieses Paar ist nicht kopulirt, sonder ihr Ehversprechen auf ihr Verlangen von Lobl. Ehgericht aufgehebt worden.""",1
Sulger Schneiders,1
Bapt. den 16. Junn. 1769,1
"ledig (""der Hochzeiter ledig"")",1
mit Bewilligung des Illnauer Pfarrers,1
getraut zu Altikon (mit Bewilligung von Pfarrer Kesselring in Rümlang),1
"Schuhmacher (""Schumr."")",2
Reuter zu Kyburg,1
verkündet 24. Nov. [Die Abschrift (VIII.C. 25.) gibt als Trautag den 2. Dezember.],1
dermahlen sesshaft im Hof (Bäretswil),1
Untervogt Michel Toggweilers Sohn,1
Boumgarter,24
[bapt.] 20. Juli 1721,1
b. 16. Jan. 1752,1
"Eltern: Heinrich ""Züricher"", Schuster, und Esther Kleiner sel.",1
"genannt ""Bolz""",1
Bekannten den Beischlaf und gingen ohne Schappel.,1
v. Dätweil der Pfar Andelfingen,1
von Walzenhausen aus dem Appenzeller-Land,1
getraut zu Zürich bei Sankt Peter um 10 Uhr,1
Trundell,1
"laut Zweitschrift getraut zu Rafz (""in hiesiger PfarrKirch"") (E III 91.2, Ehen S. 1)",5
Witwer der Engel Frei,1
"Nachtrag: ""Mort. den 30. Jan. 179[8].""",1
"eines franz. refugié Sohn, der A°. 99 hier getauft worden.",1
Bedienter bei Herren Burkhardten Gebrüdere,1
"Die Heirat sollte am 29. Nov. 1749 stattfinden. ""Die Mutter aber genaß zu Weinfelden eines Kinds den 21. dito, welches die Copulation aufgehalten biß auf Samstags den 17. Jan. [1750]"".",1
"Bestätigung der Lesart des Familiennamens im Taufeintrag vom 22. Februar 1596 (E III 125.3, S. 52).",1
b. 24. Aug. 1760,1
"""Cop. h. f. 9.""",7
Nüferen,1
getraut zu Egelshofen,2
Zur Linden,1
"""conc. et cop. Hrn. Vicarius Salomon Däniker""",1
"Landrichter und Chirurgus (""Chir."")",1
beide im Dienst bei Schmied Lorenz Bur,1
"""ab der Würz",1
b. 15. XII. 1772,1
"genannt ""Krausli""",1
Metzgers Sohn,4
b. d. 2. Jan. 1763,1
Isaac Krutt,1
Bapt. 23. 7br. 1763,1
auf der Häl,1
"genannt ""Haußman""",1
verkündet in Würenlos am 6. März,1
bapt. 10. Dez. 1775,1
Vogdt Heiris sel.,1
Sein Vater Jakob Kübler heiratet am gleichen Tag ihre Mutter Magdalena Wirz.,1
Cop. h. 10. f. M. Pr.,1
in der Talmühle,1
nach dem Eintrag vom 22. September,2
"b. 1770, 28. Nov. z. Wint.",1
"""im Spittel""",1
"""sic dictus Nachbar""",1
roth Schmidt,1
aus dem Schlatt,2
"v. Liebenburg, Pf. Egg",2
Hanns Thomma Petri,1
Bauer zu Mörlen,1
auß der Kohlwieß der Pfarr Sternenberg,1
Wattenmacher,1
aus'm Meywinkel,3
Cunradt Marthin von Ermatigen,1
"ohne ""Kräntz u. Schäppeli"", ganz allein. Durften kein ""Hochzeit Mähli"" halten.",1
Pfarrer zu Lustdorf und Dekan des Frauenfelder Kapitels,1
Gutjagli genannt,1
Christophell,2
"alt Richters, genannt Baürli, Sohn",1
als Landschaft-Zeichner zu Bern sich aufhaltend,1
getraut zu Gümligen (?,1
"mit Bewilligung des Ehegerichts (""perm. Consist. Matrim.""). Der Hochzeiter ist gleich nach Mittag elend ertrunken.",1
"[bapt.] A°. 1714, d. 16. 7br.",1
im Rorr,1
"Müller ""im Entdtenschieß""",1
"v. Hergis, der Pfarr Humbrechtikon",1
get. 16. Febr. 1774,1
Gwalthert,2
Christophels,1
"""Höger""",1
"""aus der Lochmülli zu Rorbaß"" [Vornamen Hans Rudolf aus dem Ehebuch Rorbas ergänzt]",1
"Eintrag gestrichen. Liessen sich bei Sankt Jakob kopulieren ""wegen Unpäßlichkeit"".",1
Bleistiftnachtrag: + 17. März 1829,1
1728,12
1729,6
1726,8
1727,6
1724,3
B. den 3. Aug. 1718,1
1722,1
aet. 26 Jahre 5 Monate,1
1721,3
"""ab dem Berg",1
des Burkaten Uli genannt,1
Rudlis sel. Sohn,3
"getraut zu Bassersdorf. ""F[ilius]."" Sein Vater Johann Heinrich Denzler (""P[ater]."") heiratet am 26. Sept. 1730 (unmittelbar vorhergehender Eintrag).",1
"Pfarrer zu Fischenthal (""im Fischenthal"")",1
"getraut zu Zürich beim Grossmünster, nachdem sie vom Ehegericht wegen frühzeitigem Beschlaf abgestraft worden waren.",1
"Eintrag am 20. November 1586. ""Diese Ee verzog sich biß uff den 25. Juni von Krankheit wägen. Wurdend erst zu Zürich zemen kenntt.""",1
Jörg Schmiden sel. Sohn,1
Johannes Schmid von Hausen,1
Mr. Jakob Alders des Amtsschlossers Sohn,1
Dättaweyler,1
Tobelmüller Jakob Schulthessen Sohn,1
"""Hr. Joh. Caspar Escher von Stadelhofen""",1
ab der Hofgasse,1
mit Zustimmung von Herrn Pfarrer Tobler,1
"aus dem Maiwinkel, jetzt zu Horgen",1
"auf ""Recommendation"" von Pfarrer Nötzli zu Weinfelden hier getraut",1
"Pfarrer zu Aadorf (""pastor loci"")",1
Villicus Nobil. Toparch. Alius Hinweilensis,1
v. Niderschlatt,1
Andrea Müller,1
"getraut zu Zürich (""Copul. Tig."")",9
"(""Conc. Ampl. Mgrtu."")",1
ambo mendici,1
"sesshaft im Rüeggental (""Rüggen Thal"")",1
"Gebhard Neukoms des Mesmers Sohn. ""Haben sich in Unehren vertrapt"".",1
"""im Capell"". Sein Grossvater Hans Bosshard heiratet am gleichen Tag.",1
Junker Major,1
Pfarrer zu Wallisellen,4
in der Gamischen,1
"Hans Jakob Peters sel., gewesenen Stillständers, Sohn",1
b. 13. Sept. 1731,1
b. 13. Sept. 1735,1
Schuhmacher und Burger von Zürich,1
in Zürich 8 Tage hernach getraut,1
"""Bolschhauser""",1
ab der Hub bey Irrsch[hausen].,1
zur Wyß,1
Jörg Müliberg,1
auch diser hat nebst armatur u. mondur die 5 fl. an die Kirche erlegt.,1
Näheren Hs. Jacobs 2ter Sohn,1
Ulrichen sel.,10
Lejßi,1
Baschion Steffan,1
[Name des Bräutigams aus dem Ehebuch Mettmenstetten ergänzt],1
"Er wurde von Barbara Baumgartner angesprochen, die aber vor Ehegericht abgewiesen wurde.",1
Heinrich Dieners sel. Sohn,1
von Ober-Endingen der Pfarr Tägerfelden,1
Tußlingen uß dem Turgauw,1
"Kaspars sel. zugenannt ""Killis"" Sohn",1
Bartlis sel. Sohn,3
Burckat,1
"""Vater""",2
"Hans Lipsen (""Beken"") Sohn",1
neu erwählter Pfarrer zu Wetzikon,1
bim Kälhoff,1
Amtsknecht im Hinteramt,1
Steürm[eiers].,1
Herrn Theologi sel. Sohn,1
"Verkünddatum. Nachtrag: ""nicht getraut"". ""Retournirt lt. Ehegericht 1818"".",1
der Pfar Gosau,1
ab Salenstein,1
Michel Bock von Kempten. Datum sic.,1
"Junker. ""NB. Diese wurdend auf einer Reise allhier morgens um 7 Uhr ohne Geläut und Predigt allein copulirt.""",1
"""31. Hornung""",1
Zeinenmachers,2
b. d. 4. Aprilis 1745,1
in der Pfarrg. Bubikon,1
"getraut zu Dietikon (""Tx. Psalm 128: 1.2., Cant. Ps. 128"")",1
jetzt zu Gossau,1
b. 22. Juli 1708,2
U. Dürten,4
des Wagners,1
ab dem Unteren Wolfsperg,1
von Neßlau im Toggenburg,1
"""mit Bewill. des B. Pra[e]s. Pfenninger",1
praeceptor Classis secundae scholae Carol. Tig.,1
von Unterwezikon der Pfar Goßau,1
"""von Coln""",1
Hans Langen Sohn,1
"Exspektant (""Expectans"")",1
Gerichtsherr zu Oetlishausen,2
Herman Heinrich Meyer von Brizen im Herzogthum Lüneburg,1
b. d. 28. Jun. 1774,1
bei dem Leopard,1
"Jörg, ""zu Hergaß""",1
"""gehorend gehen Tußnang ins Turgeüw""",1
Erlaubnis zur Trauung laut hochobrigkeitlichen Scheins,2
N. 29. Jul. 1759,1
"genannt ""Langheynis""",1
"Jacob Meyerhofers, alt Sigriste",1
alt Sekelmstr. Jacoben Sohn,1
"der Jung Korblimacher, viduus",1
Heinys Sohn von der ersten Frau. Sie haben etliche Jahre nebeneinander gedient beim jungen Stauber zu Ebmatingen,1
b. 7. März 1697,3
"""Beym Egli""",1
Bragli,3
Geörg,185
Herrn alt Obervogt Lochers Herr Sohn im Windegg,1
Bapt. 4. 8br. 1763,1
"""aus dem Altenb.""",1
"getraut zu Thierachern (""Thierachern in dem Berner Gebieth"")",1
Hans Ludwigen Sohn,1
vom Adler in Feuerthalen,2
Bartlis s. Sohn,1
"""Pantli""",1
"getraut zu Burg (""Cop. auf Burg bey Stein"")",1
die solis post Galli,1
sesshaft zu Berlikon,3
Wëlthi,1
Daniel Beldi von G.,1
"""des obigen Bruder"". Sein Bruder Hans Konrad Frei heiratet am 20. Febr. 1792.",1
des Heinelis,2
Starb A. 1629 ...,1
Leüenwirth,1
Bolter,4
"ab Schmidshof, d. Pfr. Bußnang",1
testis Spitaal,1
mit Bewilligung des Ehegerichts zu Oberglatt im Toggenburg getraut,1
"ein Schreiben vom 15. Febr. an das Ehegericht mitgegegeben, weil sie sich in Herblingen trauen lassen wollen.",1
von Wolffshusen,1
Jacoben sel. auff dem Berg,1
Ulin Cleinenküni,1
"ab der Spitzen, aet. 25",1
"Pfarrer zu Offenbach (""zu Ofenbach"")",1
"v. Vorder Marcheln, Pfr. Embrach",1
Brunnenmeisters,1
"genannt ""Mauser Schneider""",1
getraut von Vikar Huber von Diessenhofen,3
Mettler genannt Peter,1
"v. Dachslern, Pfarr Niederweningen",1
bap. den 27. Jan. 1704,1
"""von Gutenschwyl, in der Pfarr Uster""",1
bapt. 10. 8br. 1717,1
getraut zu Wil. Sein Bruder Johannes Heller heiratet am 29. Okt. 1776.,1
b. 19. Sept. 1746,1
"David Schochen, Chirurgi sel. im Fistel, im Ehebruch erzeugter Sohn",1
ab der Hub von Uerschhausen,1
"getraut zu Zürich (""cum permissione Synedri in urbe copul."")",1
Bendicht,1
Pfr. Bauma,1
Pfarrer zu Erlenbach,4
an der Eyerbrecht,1
Jogli Walders sel. Sohn,1
von Torlikon,1
"Heinrich Kernen sel. Sohn ""aufm Buk""",1
Untergass,14
im weißen Bachofen der Pfarr Illnau,1
N. 10. Juni 1770,2
"getraut zu Nördlingen (""laut mit sich gebrachten Scheins"")",1
im Rohten Blatt,2
getraut zu Wollishofen,517
Maler,53
Christofel,39
Joannes Murer,1
von Hirten,2
"Lienharten, des Gerichts, Sohn",1
Pfingsten 1566,1
"Adam Stäublis Sohn. ""Ist mit der Frawen gen Seen zogen, der heilos Gsell.""",1
"getraut zu Zürich bei Predigern durch Herrn Katechist (""Cat."") Schmutz",1
cop. craft Ehgricht-Scheins,1
Feür-Haubtmans sel.,1
getraut zu Stettlen BE,1
Jagli Landolts ehelicher Sohn allhie,1
Herkunft Winterthur ergänzt [Textverlust am unteren Seitenrand],1
bapt. d. 27. April. 1738,1
"im Darm, der Pfarr Hinwyl",1
"genannt ""Winkler""",4
Othmar Greuters sel. Sohn,1
"als Hintersäss ""im Turbenthal""",1
"Hans Jakoben (""HJagen"") Sohn",1
B. den 14. Jun. 1739,1
"4. Juni 1782. ""NB. Der Hochzeittag wurde hinderstellig gemacht wegen der Barbara Wolfensperger auf der Leseten""",1
"nat. 1759, 17. jun.",1
getraut vom Diakon,1
"Mr Jean Jaque Eldin, refugie aus Languedoc",1
Christoph Friderich Wöre von Schönaich Böblinger Oberamts im Herzogthum Wirtenberg,1
"Helimanns, Weber",1
"getraut zu Leutwil AG (""cop. zu Lüttweilen Bernergebieths"")",1
von Winckel der Pfarr Bülach,1
"getraut zu Zürich beim Grossmünster durch Herrn Diakon Oeri, ex permissu Superiorum",1
"""conc. et cop. Hrn. Pfr. Zeller bei dem Creuz""",1
"von Rieden, der Pfarr Dietlikon",6
Suas celebrarunt nuptias in frigore magno Erloßi.,1
19 1/2-jährig,1
"aus dem Speicher, Canton Appenzell",1
Heinrich genant Gäschlis Sohn,1
von Willi,1
"genannt ""Hußli""",1
"Spitalarzt (""Spitahl Arzet"")",1
Gattickon,1
"""aus dem Tahlhause""",1
des Waibels,1
Wachtmeisters sel.,1
Claus in der Hub,2
"Eintrag am 18. September 1632: Verena Kellers Vater wollte nicht, dass sie verkündet und getraut werden. Der Sohn müsse vor der Tochter Hochzeit halten, was am 25. September geschah. Die Trauung der Tochter folgte eine Woche später am 2. Oktober",1
"""von Eppersheim in Franken""",1
"""der Gmeind ohn Schaden""",1
Holter,1
"getraut zu Dietikon (""in der Catechis[ation].""), mit obrigkeitlicher Dispensation (20 lb.) wegen Blutsverwandtschaft im zweieinhalbten Grad (""im dritthalben Grad"")",1
b. 8. Merz 1767,1
"Datierung ""uff Quasimodo""",1
Engel,1
getraut zu Zürich bei Sankt Peter morgens um ½ 7 Uhr,1
der Gmeind Forster,1
Jörg Schädti,1
Pet. Diac. ad Sp. S.,3
Vergolder,3
aus Vergünstigung des Ehegerichts,5
Jagli Kägis Sohn,1
ist zum Burger von Alten angenommen worden,1
Mangeler,1
"""des obigen Pater"". Sein Sohn Friedrich Eberhard heiratet am 29. Juni 1784.",1
"""Sigfried""",2
ab dem Schönenberg,3
getraut zu Zürich bei Sankt Peter (bezeugt Montagsprediger Stumpf),3
Bapt. 14. 7br. 1749,1
"""von Liechtstal, Baßler Gebieths""",1
"getraut zu Albisrieden (""Rieden"")",13
"""Lienhardt""",1
getraut zu Steckborn,23
"""Eglauff""",1
Hr. Pfr. Vogler,1
bapt. 21. Nov. 1760,1
Lienhard,4
Herrn Obervogt Hans Heinrich Friesen Sohn,1
alten Vogts,7
"getraut zu Eglisau ""ad petitum P. Seilleri Pastoris primarii Araviensis & Classis Camerarii""",1
Lienhart,27
im Boden-Holz,1
"getraut zu Zürich beim Grossmünster, mit Bewilligung des Stäfner Pfarrers",1
der Wäber uffem Gsteig,1
A.Richters s.,1
Jagli Rutschmanns Sohn,1
"Verkünddatum (""promulgiert laut der Neüen Ordnung"")",1
beim Kiel,1
Deus Neogamis benedicat. Amen.,1
Gaul,1
des Kräutlers,1
aus der Breitmatt zu Bäretschweil,1
"""nat. 9. Mart. 1679""",1
"Mr., ""der Zimmermann am Herrenwerk""",1
"mit Bewilligung Herrn Kammerer Hottingers, Pfarrers zu Ossingen",1
"getraut zu Den Haag (""wurden in Grafen-Haag in Holland copulirt"")",1
"uß der Pfarr Egg, ietz zu Adetschwyl",1
cop. h. m. 9.,3
v. Gündlikon der Pf. Ellg,1
"""Zimmermns.""",1
"getraut zu Schwetzingen (Deutschland) (""Schwezingen in Chur-Pfaltz"")",1
verkündet 28. Februar,2
verkündet 6. November,4
getraut zu Wetzikon [wegen der Pest],3
"getraut im Hirzel, um 10 Uhr (""mane hor. X."")",14
von Hüseren aus der Pfarr Buslingen,1
Stadmann,1
"""Ein Burger von Zürich""",1
Blaaß,1
Gertruden,1
mit Bewilligung von Pfr. Tobler,2
"""cop. bey [Ort fehlt]""",1
"Hufschmied, ""uß der Pfarr Egg""",1
"""vom Greiffen""",1
von T... (Seitenrand fehlt),1
aus dem Süßen Bläz,1
ausführliche Bemerkung (die Gemeinde widersetzte sich).,1
Hans Konrad Hägis sel. Sohn,1
"""H. Wernher Olbrecht""",1
"Zinstag (folgt auf den 4. November, einen Sonntag, und ""Montag"")",1
Leuten. H. Schüeppen sel. v. Eriken (gewesnen Wirths v. Rodorf) Sohn,1
auß dem Werzenthal,2
