hls_id,url,title,gender,starttimerange,endtimerange,timeprecision,vorname,nachname,gbdatum,tddatum,heiratsdatum,heiratspartner,text
10566,https://hls-dhs-dss.ch/de/articles/010566/,"Ceporin, Jakob",Männlich,1451–1500,1501–1550,,Jakob,Ceporin,,1525-12-20,​,"um 1523 Elsbeth Scherer, ehemalige Nonne des Klosters Töss"," Autorin/Autor: Hans Ulrich Bächtold 1499/1500 Dinhard, 20.12.1525 Zürich, von Dinhard. Sohn eines Bauern und Zieglers. ​um 1523 Elsbeth Scherer, ehemalige Nonne des Klosters Töss. Nach der Lateinschule in Winterthur Stud. an der Univ. Köln, 1518-20 an der Univ. Wien, 1520 bei Johannes Reuchlin in Ingolstadt. 1520-24 in wechselnden Stellungen, v.a. im Dienste von Basler Buchdruckern und als Lehrer in Zürich. Im Juni 1525 Prof. für Griechisch und Hebräisch an Zwinglis Theologenschule in Zürich. Übersetzer und Herausgeber von Zwinglis Erziehungsschrift ""Quo pacto ingenui adolescentes formandi sint, praeceptiones pauculae"" (1523), Pindarausgabe (1526). C.s Griechisch-Grammatik (1522) erlebte zahlreiche Auflagen und war noch im 18. Jh. an Zürcher Schulen in Gebrauch."
10586,https://hls-dhs-dss.ch/de/articles/010586/,"Egli, Raphael",Männlich,1551–1600,1601–1650,,Raphael,Egli,1559-12-28,1622-08-20,1583,"Susanna Schmid, Tochter des Sebastian, Pfarres in Oberwinterthur"," Autorin/Autor: Andreas Marti 28.12.1559 Frauenfeld, 20.8.1622 Marburg, ref. Sohn des Tobias, ref. Pfarrers, und der Elisabeth Göldli von Tiefenau. 1583 Susanna Schmid, Tochter des Sebastian, Pfarres in Oberwinterthur. Jugend und Schulzeit in Davos, Russikon, Chur und Chiavenna. Theologiestud. in Zürich, Genf und Basel. 1588 Alumnen-Inspektor am Zürcher Fraumünster, 1592 Diakon am Grossmünster und Prof. für Neues Testament, 1596 Erster Archidiakon. Durch eine Disputation 1594 und seinen ""Bericht vom Kirchengesang"" 1596 bereitete er die Einführung des Kirchengesangs vor; vermutlich war er Redaktor des ersten Zürcher Gesangbuchs von 1598. 1605 musste E., der seinen Namen in Iconius gräzisierte und in Percaeus latinisierte, Zürich verlassen, da er durch alchemist. Experimente in Geldnot geraten war, und wurde Doktor und Prof. der Theologie in Marburg. 1595 und 1609 veröffentlichte E. Vorlesungen von Giordano Bruno, den er 1591 in Zürich getroffen hatte."
10582,https://hls-dhs-dss.ch/de/articles/010582/,"Eberle, Hyppolit",Männlich,1501–1550,1601–1650,,Hyppolit,Eberle,,1525-05-29,,," Autorin/Autor: Ulrich J. Gerber Am 29.5.1525 in Schwyz als Täufer verbrannt, von Lachen. Bruder des Ulrich Bolt, Reformators im Prättigau, Pfarrers in Niederhasli und Sympathisanten der Täufer. Schiffer. Täufer besuchten E. in Lachen und luden ihn über die Osterzeit nach St. Gallen ein. Dort trat er dem Täufertum bei. Zeitgenossen bezeugten seine profunden Bibelkenntnisse und seine Rednergabe: Bei seinen tägl. Predigten über die Osterfeiertage 1525 und in der Woche darauf soll ""schier die ganz statt"" St. Gallen zugehört und ""der gemain man"" grosse Hoffnungen in ihn gesetzt haben. Nach Aufenthalt in Zollikon kehrte E. in seine Heimat zurück, wo er hingerichtet wurde."
10596,https://hls-dhs-dss.ch/de/articles/010596/,"Fabricius Montanus, Johannes",Männlich,1501–1550,1551–1600,,Johannes,Fabricius Montanus,,1566-09-05,​,"1) 1547 Katharina Stutz, Tochter des Ulrich, Grossmünsterkaplans in Zürich, 2) ca"," Autorin/Autor: Hans Ulrich Bächtold Herbst 1527 (Johannes Schmid) Bergheim (Oberelsass), 5.9.1566 Chur, ref., von Bergheim und 1557 von Zürich. Sohn des Jakob Schmid, Metzgers und Spitalmeisters. ​1) 1547 Katharina Stutz, Tochter des Ulrich, Grossmünsterkaplans in Zürich, 2) ca. 1550 Agatha Ambühl, Tochter des Rudolf Ambühl. Grundausbildung in Zürich, Basel und Strassburg. 1543-45 Stud. der Theologie an der Univ. Marburg. Während des anschliessenden Kirchen- und Schuldienstes in Zürich Vertiefung der naturwissenschaftl. Interessen. Ab 1557 bis zu seinem Tod an der Pest wirkte F. als Pfarrer an der Martinskirche in Chur erfolgreich für den Bestand und die Festigung der ref. Kirche im politisch und kirchlich unruhigen Graubünden. Das nachgelassene Schrifttum enthält Gedichte und Autobiografien, theol. und kirchenpolit. Werke."
10633,https://hls-dhs-dss.ch/de/articles/010633/,"Gessner, Georg",Männlich,1751–1800,1801–1850,,Georg,Gessner,1765-03-11,1843-07-28,​,"1) 1791 Barbara Schulthess, Tochter des David, ""Seidenfabrikanten"", 2) 1795 Anna Lavater, Tochter des"," Autorin/Autor: Hans Ulrich Bächtold 11.3.1765 Dübendorf, 28.7.1843 Zürich, ref., von Zürich. Sohn des Johann Kaspar, Pfarrers, und der Elisabeth Keller. ​1) 1791 Barbara Schulthess, Tochter des David, ""Seidenfabrikanten"", 2) 1795 Anna Lavater, Tochter des Johann Kaspar Lavater. Theologiestud. in Zürich. Von 1787 an Geistlicher in Dübendorf und in Zürich am Waisenhaus und am Fraumünster. Ab 1799 Prof. für prakt. Theologie, ab 1828 Pfarrer am Grossmünster und Antistes der Zürcher Kirche. G. war ein beliebter Prediger und stand den Erweckungsströmungen seiner Zeit nahe. Als Erziehungsrat und Schulherr war er einflussreich in Kirche und Schulwesen. 1812 Mitbegründer der Zürcher Bibelgesellschaft und 1819 der Missionsgesellschaft. G. verfasste neben zahlreichen, zumeist erbaulichen Schriften eine dreibändige Biografie seines Schwiegervaters Lavater und edierte Teile von dessen Werk."
10677,https://hls-dhs-dss.ch/de/articles/010677/,"Hofmeister, Sebastian",Männlich,1451–1500,1501–1550,,Sebastian,Hofmeister,,1533-06-09,1523,oder 1524,"     Erste Seite der Schrift des Reformators über den Verlauf des Religionsgesprächs von Ilanz, zu dem sich am Montag und Dienstag nach dem Fest der Heiligen Drei Könige 1526 die Priester Graubündens versammelt hatten. Publiziert im selben Jahr bei Christoph Froschauer in Zürich (Schweizerische Nationalbibliothek). […] Autorin/Autor: Arpad Stephan Andreánszky um 1494 Schaffhausen, 9.6.1533 Zofingen, von Schaffhausen. Sohn eines 1484 in Schaffhausen eingebürgerten Wagners. 1523 oder 1524. Der auch unter dem Namen Œconomus bekannte H. trat in Schaffhausen früh in den Barfüsserorden ein, der ihn 1511 nach Freiburg i.Br. sandte. 1515 und 1516 ist H. als Student in Paris bezeugt, spätestens 1520 als Dr. theol. (Hochschule unbekannt). Nach dem Stud. war H. in Zürich, 1520 in Konstanz und Anfang 1522 als Lektor seines Ordens in Luzern tätig, von wo er wegen reformator. Ansichten vertrieben wurde. In Schaffhausen, wo er ab Juni 1522 wirkte, unterhielt er Beziehungen zu den Reformatoren Huldrych Zwingli, Johannes Œkolampad, Vadian und Oswald Myconius, aber auch zu den Wiedertäufern Konrad Grebel und Balthasar Hubmaier. H. stand zudem der erasmian. Sakramentsauffassung nahe. Im Jan. 1523 nahm er an der 1. Zürcher Disputation teil. Der Schaffhauser Rat liess ihn offenbar gewähren, bis er im Sommer 1525 in die polit. Wirren des Schaffhauser Rebleutenaufstands geriet, als dessen Urheber er zusammen mit Sebastian Meyer bezichtigt wurde. 1525 vom Schaffhauser Rat zur Überprüfung seiner theol. Standpunkte nach Basel gesandt, d.h. eigentlich verbannt, durfte er die Stadt nicht wieder betreten. Versöhnungsversuche scheiterten 1526 und 1529. Der Rat lehnte seine Rückkehr trotz Fürsprachen von Bern und Basel auch noch nach der Einführung der Reformation in Schaffhausen 1529 ab. Offenbar warf er H. vor, während einer schweren Krise des Stadtstaates eine unzuverlässige Rolle gespielt zu haben.Vom Nov. 1525 an trat H. wieder als Kampfgefährte Zwinglis auf und amtierte als Prediger am Fraumünster. 1526 nahm er am Religionsgespräch von Ilanz teil, 1528 an der Berner Disputation. Kurz danach wurde er Pfarrer in Zofingen, wo er bis zu seinem Tod 1533 wirkte. Mehrere Male führte er im Auftrag der ref. Berner Obrigkeit Gespräche mit Täufern: 1531 fand die Berner Disputation mit dem Täufer Hans Pfistermeier von Aarau statt, Anfang Juli 1532 das letzte Täufergespräch H.s in Zofingen. H. gilt als stärkster Impulsgeber der Reformation in Schaffhausen. Diese wurde aber 1529 erst vier Jahre nach seinem Weggang und auf Drängen von Zürich, Bern, Basel, St. Gallen und Mülhausen im gemässigt zwinglianisch-obrigkeitl. Sinne vom Rat durchgeführt. H. wurde im unbedeutenden Zofingen auf Distanz gehalten und nur nach Bedarf als Disputator aufgeboten."
10674,https://hls-dhs-dss.ch/de/articles/010674/,"Hochrütiner, Lorenz",Männlich,1451–1500,1501–1550,,Lorenz,Hochrütiner,,,​,Walpurgis Kapfmann," Autorin/Autor: Hanspeter Jecker wohl vor 1492 St. Gallen, nach 1528, Täufer. Vermutlich Sohn des Hans (1492), Gerichtsweibels. ​Walpurgis Kapfmann. Weber in St. Gallen. Ab 1520 Zürcher Bürger, Anhänger Zwinglis und Mitbegründer eines Bibellesekreises, zu dem auch die späteren Täufer Konrad Grebel und Felix Manz gehörten. Als Bilderstürmer im Nov. 1523 ausgewiesen, kehrte H. nach St. Gallen zurück und schloss sich dem Reformerkreis um Johannes Kessler an. Bald darauf zog er nach Basel, erwarb 1524 dort das Bürgerrecht und half bei der Drucklegung der Schriften von Karlstadt mit. Im Aug. 1525 wurde er als eine Hauptfigur des Basler Täuferkreises ein erstes und im Juli 1526 ein zweites Mal ausgewiesen. Daneben entfaltete er in St. Gallen und im Elsass eine rege täufer. Aktivität. Ab Ende 1527 lebte H. in Strassburg, wo er im Mai 1528 das Bürgerrecht erhielt."
10722,https://hls-dhs-dss.ch/de/articles/010722/,"Landis, Hans",Männlich,1501–1550,1601–1650,,Hans,Landis,,1614-09-30,​,Margareta Hochstrasser," Autorin/Autor: Hans Ulrich Bächtold um 1545, 30.9.1614 Zürich, Täufer, von Wädenswil. ​Margareta Hochstrasser. Im Übergang vom 16. zum 17. Jh. leitete L. die Täufergem. um Horgen und Wädenswil. Er verteidigte in versch. Gesprächen bibelkundig und standhaft die Tauflehre; so etwa in den Verhören im Zürcher Gefängnis, an der Disputation u.a. mit Johann Jakob Breitinger 1613 in Wädenswil und in den Verhören nach seiner Festnahme 1614. Nachdem seine Deportation auf die Galeeren gescheitert war, wurde er vergeblich zur Auswanderung gedrängt und schliesslich als letzter Märtyrer des Schweizer Täufertums wegen Rebellion hingerichtet."
10814,https://hls-dhs-dss.ch/de/articles/010814/,"Sattler, Michael",Männlich,1451–1500,1501–1550,,Michael,Sattler,,1527-05-20,​,"um 1525 Margerethe (Nachname unbekannt), eine Begine"," Autorin/Autor: Ulrich J. Gerber um 1490, 20.5.1527 Rottenburg am Neckar (Württemberg), kath., später Täufer, aus Staufen im Breisgau. ​um 1525 Margerethe (Nachname unbekannt), eine Begine. Um 1507 trat S. ins Benediktinerkloster St. Peter bei Freiburg i.Br. ein, in dem er um 1519 zum Prior aufstieg. Aus humanist.-reformator. Überzeugungen verliess er den Orden und heiratete. In Zürich schloss er sich den Täufern an und trat an deren Seite bei der dritten Täuferdisputation im Nov. 1525 auf. Nach der Verhaftung und Ausweisung floh er nach Strassburg zu Wolfgang Capito, wo er mit den Stadtreformatoren und anderen Täufern disputierte. Um die Jahreswende 1526-27 verliess S. die Stadt und tauchte Anfang 1527 an der nach Klärung suchenden Täuferversammlung von Schleitheim auf. Er verfasste die z.T. im benediktin. Geist gehaltenen ""Schleitheimer Artikel"", die in der Folge die theol. Grundlage der Schweizer Brüder bildeten und den pazifist. Weg der Täufer in die Isolierung besiegelten. Mit Wilhelm Reublin war er in Süddeutschland für die Täufer tätig. Nach der Verhaftung in Horb am Neckar zusammen mit seiner Frau und weiteren Glaubensgenossen wurde er in Rottenburg nach Folterungen verbrannt und seine Frau zwei Tage später ertränkt."
10836,https://hls-dhs-dss.ch/de/articles/010836/,"Schulthess, Hans Heinrich",Männlich,1651–1700,1701–1750,,Hans Heinrich,Schulthess,1665-03-30,,1688,"Elisabetha Kitt, Tochter des Anton"," Autorin/Autor: Christian Moser 30.3.1665 Zürich, November 1739 Zürich, ref., von Zürich. Sohn des Hans Ulrich, Kaufmanns, und der Elisabetha Ott. 1688 Elisabetha Kitt, Tochter des Anton. Seiden- und Baumwollfabrikant. 1711 Mitglied des Kaufmänn. Direktoriums, 1714 Zürcher Grossrat, Gesandter in Handels-, Zoll- und Postangelegenheiten. S. stand mit pietist. Kreisen in Kontakt, korrespondierte mit Gf. Nikolaus Ludwig von Zinzendorf und unterstützte mit einem Kreis Zürcher Gleichgesinnter die Missionsbestrebungen der Herrnhuter Kolonie."
10602,https://hls-dhs-dss.ch/de/articles/010602/,"Fäsi, Johann Heinrich",Männlich,1651–1700,1701–1750,,Johann Heinrich,Fäsi,,,,," Autorin/Autor: Helmut Meyer 1659, 1745 Hedingen, ref., von Zürich. Sohn des Jakob, Pfarrers. Nicht zu verwechseln mit seinem gleichnamigen Vetter (1660-1734), ebenfalls Pfarrer. 1682 Ordination, 1685-1704 Pfarrer in Niederurnen. Auf die Schriften des Kapuziners Rudolf Gasser und des Näfelser Priesters Jakob Ganter, welche die ref. Glarner zur Konversion aufriefen, antwortete er 1695 mit ""Sonnenblumen der göttl. Wahrheit"". Bis 1702 liess er, in steter Auseinandersetzung mit Gasser, drei weitere Streitschriften folgen. 1704 wurde F. Pfarrer in Hedingen, 1732 zudem Dekan des Kapitels Freiamt. Er starb offenbar im Amt."
10641,https://hls-dhs-dss.ch/de/articles/010641/,"Grob, Hans Kaspar",Männlich,1751–1800,1851–1900,,Hans Kaspar,Grob,1800-03-15,1865-04-07,1833,"Johanna Dorothea Gessner, von Zürich"," Autorin/Autor: Thomas Huonker 15.3.1800 Zürich, 7.4.1865 Stäfa, ref., von Zürich. Sohn des Johann Jakob und Anna Katharina geb. Ringgli. 1833 Johanna Dorothea Gessner, von Zürich. Während des Theologiestud. in Zürich vikarisierte G. in Zollikon. Ordination 1824. Anschliessend drei Studiensemester in Berlin. 1826-33 Vikar in Kilchberg (ZH), 1833-39 Pfarrer in Rorbas, wo er 1837 die ""Rettungsanstalt für arme, verwahrloste Kinder"" auf dem Burghügel Freienstein initiierte. 1838 Dekan des Bez. Bülach. 1840-65 Pfarrer von Stäfa, mit traditioneller theol. Ausrichtung. 1842 Wahl in den Kirchenrat (Exekutive der Zürcher Landeskirche). 1852 Mitbegründer des Stäfner Waisenhauses. 1836 verfasste G. die Abhandlung ""Der grosse Katechismus des Leo Judae"", 1839 die Schrift ""Die zürcher. Kirche und Schule und ihr Verhältnis zu Dr. Strauss im Jahr 1839"". Nach einem Unfall 1864 versah G., obwohl sehr geschwächt, weiterhin das Pfarramt in Stäfa."
10670,https://hls-dhs-dss.ch/de/articles/010670/,"Hess, Johann Jakob",Männlich,1701–1750,1801–1850,,Johann Jakob,Hess,1741-10-21,1828-05-29,1767,"Anna Maria Schinz, von Embrach"," Autorin/Autor: Friedhelm Ackva 21.10.1741 Zürich, 29.5.1828 Zürich, ref., von Zürich. Sohn des Salomon, Stadtuhrmachers. 1767 Anna Maria Schinz, von Embrach. Nach Privatunterricht 1755-60 im Collegium Carolinum. Ordination zum Verbi Divini Minister. Danach freischaffend als theol. Schriftsteller tätig. 1768-73 verfasste H. die aufklärerisch-romanhafte ""Geschichte der drey lezten Lebensjahre Jesu"", auf die eine Phase der theol. Rückbesinnung und der Aufklärungskritik folgte. Seine Schrift ""Von dem Reiche Gottes"" (1774) und andere Bibelnacherzählungen wurden oft nachgedruckt und übersetzt, auch in kath. Gebieten. Ab 1777 war H. Diakon am Fraumünster. 1795-1828 fungierte er als - v.a. während der Helvetik sehr diplomatisch auftretender - Antistes der Zürcher Kirche. Gründer der Zürcher Bibelgesellschaft. Freund und Konkurrent Johann Kaspar Lavaters."
10688,https://hls-dhs-dss.ch/de/articles/010688/,"Hürlimann, Johann Jakob",Männlich,1751–1800,1851–1900,,Johann Jakob,Hürlimann,1796-10-30,1853-07-15,​,"Anna Barbara Landis, Tochter des Johann Caspar, Arztes und Grossrats"," Autorin/Autor: Rudolf Gebhard 30.10.1796 Richterswil, 15.7.1853 Richterswil, ref., von Richterswil. Sohn des Johannes (->). Bruder des Hans Heinrich (->). ​Anna Barbara Landis, Tochter des Johann Caspar, Arztes und Grossrats. Bürgerschule in Zürich. Mitarbeit im väterl. Betrieb. 1832-38 und 1839-46 Grossrat, 1836-49 Mitglied der Handelskammer, 1839-41 Kirchenrat. 1839 Präs. des kant. Komitees gegen die Berufung von David Friedrich Strauss als Prof. der Theologie nach Zürich. H. war als Anführer des Züriputsches der Hauptredner an der Versammlung in Kloten. Nach dem Sturz des radikalen Regimes war er Mitglied der provisor. Regierung bis zu deren Neuwahl."
10690,https://hls-dhs-dss.ch/de/articles/010690/,"Irminger, Johann Jakob",Männlich,1551–1600,1601–1650,,Johann Jakob,Irminger,,1649-09-25,​,"1) 1612 Anna Erni, Tochter des"," Autorin/Autor: Hans Ulrich Bächtold 1588 Kirchberg (TG), 25.9.1649 Zürich, ref., von Zürich. Sohn des Ulrich, Pfarrers, und der Dorothea Stadler. ​1) 1612 Anna Erni, Tochter des Heinrich Erni, 2) 1628 Veronika Hafner, Tochter des Kaspar, Schlossers und Ratsherrn. 1606-10 Stud. an der Univ. Marburg, 1610 Ordination in Zürich. 1610 Vorschreiber und Lehrer am Carolinum, ab 1611 auch Pfarrer in Zumikon, ab 1618 Diakon und 1620 Pfarrer an der Kirche St. Peter, 1632 Dekan, 1645 Pfarrer am Grossmünster und Antistes der Zürcher Kirche. I. stemmte sich, einer kirchl. Orthodoxie verpflichtet, gegen jede Neuerung. Er publizierte mehrere Werke, u.a. 1622 einen ""Bericht von den drey Hauptpuncten dess wahren Christenthumbs"" und 1634 eine ""Heilige Sterbens-Kunst""."
10807,https://hls-dhs-dss.ch/de/articles/010807/,"Reublin, Wilhelm",Männlich,1451–1500,1551–1600,,Wilhelm,Reublin,,,1523,Adelheid Leemann," Autorin/Autor: Hanspeter Jecker um 1485 Rottenburg am Neckar (Württemberg), um 1560 (?) . 1523 Adelheid Leemann. Stud. in Freiburg im Breisgau und Tübingen. Ab 1521 Leutpriester von St. Alban in Basel, im Juni 1522 Ausweisung aufgrund seiner radikalreformator. Agitation. Ab Ende 1522 Leutpriester in Witikon bei Zürich, im Jan. 1525 erneut Ausweisung wegen Kritik an Zehnten und Kindertaufe. R. trat zum Täufertum über und floh nach Hallau und Waldshut, wo er Balthasar Hubmaier und Michael Sattler für das Täufertum gewann. Weitere Stationen seiner Flucht waren ab 1526 Strassburg, Rottenburg, Reutlingen, Ulm, Esslingen und ab 1530 Mähren. Dort gründete R. eine Gemeinde in Auspitz (heute Hustopeče, Tschech. Republik), wurde aber später von Jakob Huter ausgeschlossen, worauf er sich in Znaim (heute Znojmo) niederliess und dabei wohl auf Distanz zum Täufertum ging. Brieflich hielt er zeitlebens Kontakt mit der Schweiz; 1554 scheiterte sein Versuch, nach Basel zurückzukehren."
10571,https://hls-dhs-dss.ch/de/articles/010571/,"Corrodi, Hans Heinrich",Männlich,1751–1800,1551–1600,,Hans Heinrich,Corrodi,1752-07-31,1793-09-13,,," Autorin/Autor: Simone Zurbuchen 31.7.1752 Zürich, 13.9.1793 Zürich, ref., von Zürich. Sohn des Pietisten und Mystikers Hans Jakob und der Susanne Kambli. Ledig. 1768-73 Ausbildung am Carolinum in Zürich, 1775 Ordination. Wegen körperl. Behinderung Verzicht auf ein Pfarramt und Stud. in Leipzig und Halle, Schüler von Johann Salomo Semler. Ab 1786 Prof. für Sittenlehre und Naturrecht am Collegium humanitatis in Zürich. Hauptvertreter der Neologie in Zürich, gilt aber als breit gebildeter Selbstdenker. Mit seinem theol. Hauptwerk (""Krit. Geschichte des Chiliasmus"" 1781-83) richtete er sich gegen religiöse Schwärmerei und damit auch gegen den Pietismus seines Vaters. Versch. philosoph. Schriften, in denen er die Leibniz-Wolff'sche Philosophie gegen den Kritizismus Immanuel Kants verteidigte, zeigen C. als Repräsentanten der Zürcher Popularphilosophie."
10588,https://hls-dhs-dss.ch/de/articles/010588/,"Engelhard, Heinrich",Männlich,1451–1500,1551–1600,,Heinrich,Engelhard,,,,," Autorin/Autor: Heinzpeter Stucki 1476 als Expektant von Beromünster belegt, 1551 Zürich, von Zürich. Sohn des Johans, Zürcher Ratsherrn (1478-98). Bruder des Konrad (->). Stud. in Heidelberg und Bologna (1496 Doktor für kanon. Recht). 1480-1521 Chorherr in Beromünster, ab 1496 Leutpriester am Fraumünster, 1513-21 zudem Chorherr am Grossmünster. Sein Wohnhaus liess er im damals modischen humanistisch-antikisierenden Stil ausschmücken, u.a. mit einem Fresko von Hans Leu dem Jüngeren. Als Mitstreiter Zwinglis in der Frühzeit (Fastenstreit, Bilder-, Abendmahlsfrage, Ehegericht) verfasste E. Gutachten und Schriften. 1525-40 Vorsitzender des Ehegerichts. 1531-36 Begleiter Heinrich Bullingers (1504-75) bei dessen ""Fürträgen"" vor dem Rat. Wegen Altersgebrechen wurde er oft vom Archidiakon am Grossmünster, Kaspar Megander, vertreten. E.s Einfluss auf Humanismus und Reformation in Zürich ist kaum fassbar. Mit seiner Herkunft aus einer Patrizierfam. und seiner Bildung dürfte er aber einer der prägenden Männer gewesen sein."
10612,https://hls-dhs-dss.ch/de/articles/010612/,"Froschauer, Christoph",Männlich,1551–1600,1551–1600,,Christoph,Froschauer,,1564-04-01,​,1) 1517 Elise Rüegger-Zimmermann ,"     Haupttitel der Zürcher Bibel mit der Büchermarke des Buchdruckers, 1531 (Zentralbibliothek Zürich). Autorin/Autor: Helmut Meyer wohl nach 1490 Kastl bei Altötting (Bayern), 1.4.1564 Zürich (Pest), seit 1519 Zürcher Bürger. Eltern unbekannt (unehelich). ​1) 1517 Elise Rüegger-Zimmermann (1550), 2) 1550 Dorothea Locher. Beide Ehen blieben kinderlos. F. absolvierte eine Druckerlehre bei seinem Onkel Hans F. in Augsburg, kam um 1515 nach Zürich als Geselle in die kleine Druckerei Hans Rüeggers, dessen Witwe er 1517 heiratete. F. baute den Betrieb zu einem bedeutenden Verlagshaus aus (Orell Füssli); er verfügte schliesslich über vier Pressen, eine Schriftgiesserei, eine Holzschneidewerkstatt, eine Buchbinderei und eine Papierfabrik. Zu seinen Lebzeiten erschienen über 700 Titel: Bibelausgaben, darunter die Zürcher Bibelübersetzung, theologische, geschichtliche, medizinische und naturwissenschaftl. Schriften. Das ""Wurstessen"" in F.s Werkstatt während der Fastenzeit 1522 führte zum offenen Konflikt zwischen Zwingli und der traditionellen Kirche und brachte so die Zürcher Reformation in Gang. Bei der Ausbreitung des zwinglianisch-reformatorischen Gedankengutes spielte der Drucker und Verleger F. eine zentrale Rolle. Zu den Glanzstücken unter seinen Publikationen gehörte die prachtvoll illustrierte Schweizer Chronik des Johannes Stumpf (1547/48). Bedeutung erlangte F. auch als Kartenverleger. Bereits die Bibel von 1525 war mit einer Karte des Hl. Landes versehen; 1546 gab er die Kosmografie des Johannes Honterus im Nachdruck heraus und verschaffte ihr so grössere Verbreitung. Die Karten der Stumpf-Chronik erschienen auch separat als ""Landtafeln"". Die Planvedute Zürichs von Jos Murer wurde 1576 von F.s Nachfolger, seinem Neffen Christoph dem Jüngeren, veröffentlicht. Nach dessen Tod 1585 ging das Unternehmen in andere Hände über."
10632,https://hls-dhs-dss.ch/de/articles/010632/,"Gessner, Hans Jakob",Männlich,1601–1650,1701–1750,,Hans Jakob,Gessner,,1704-01-13,​,1) 1667 Barbara geb," Autorin/Autor: Hans Ulrich Bächtold 1639 Zürich, 13.1.1704 Zürich, ref., von Zürich. Sohn des Jakob und der Elisabeth Esslinger. ​1) 1667 Barbara geb. G., Tochter des Salomon G., Pfarrers, 2) 1682 Verena Müller, Tochter des Jakob, Antistes. Theol. Studien in Genf (u.a. bei François Turrettini) und, nach einer Reise durch Frankreich in die Niederlande (1659-63), in Groningen. 1664 Ordination. Ab 1664 Katechet in Zürich-Unterstrass und Aussersihl, 1671 Diakon an der Kirche St. Peter, 1682 Archidiakon und Chorherr am Grossmünster. G. war ein strenger Vertreter der kirchl. Orthodoxie, der manche Auseinandersetzung mit Andersgesinnten austrug, 1669-70 z.B. mit Johannes Lavater. In seiner Publizistik polemisierte G. gegen kath. Autoren (1685 ""Clerus pacificus"") und beklagte die europaweiten Protestantenverfolgungen (1688 ""Herzensseuffzer""). 1703 veröffentlichte er eine Doxologia (Verherrlichung) Christi in drei Bänden."
10678,https://hls-dhs-dss.ch/de/articles/010678/,"Holzhalb, Beat",Männlich,1651–1700,1751–1800,,Beat,Holzhalb,,1757-02-02,,," Autorin/Autor: J. Jürgen Seidel 26.1.1693 Zürich, 2.2.1757 Zürich, ref., von Zürich. Sohn des Johann Heinrich, Landvogts, und der Katharina Werdmüller. Ledig. 1715 Ordination. 1716 Verhör vor der Zürcher Pietistenkomm. und Suspendierung vom Pfarramt, 1719 Entlassung. H. lebte vom Familienvermögen und wurde mit Erziehungsaufgaben gegenüber einem Neffen betraut. Er war zunächst ein Verehrer, ab 1736 ein Kritiker und Gegner von Nikolaus Ludwig von Zinzendorf und der Herrnhuter Brüdergemeine. H. stand Separatisten in der Schweiz und in Deutschland nahe, brach aber den Kontakt zur Zürcher Kirche nicht vollständig ab. Mitglied der Kämbelzunft Zürich."
10680,https://hls-dhs-dss.ch/de/articles/010680/,"Hottinger, Johann Jakob",Männlich,1651–1700,1701–1750,,Johann Jakob,Hottinger,1652-12-01,1735-12-18,1680,"Elisabeth Lavater, Tochter des"," Autorin/Autor: Hans Ulrich Bächtold 1.12.1652 Zürich, 18.12.1735 Zürich, ref., von Zürich. Sohn des Johann Heinrich (->). Bruder des Johann Konrad (->), des Heinrich (->) und des Salomon (->). 1680 Elisabeth Lavater, Tochter des Johannes Lavater. Theologiestud. in Zürich, Basel und Genf. 1676 ordiniert, 1680 Pfarrer in Stallikon, 1686 Diakon und 1698, als Nachfolger von Heinrich Heidegger, Prof. für Altes Testament und Chorherr am Grossmünster. Als orthodoxer Theologe verfasste H. zahlreiche hist. und polem. Werke (über 100 Publikationen). Bedeutend sind seine Arbeiten über die pietist. Bewegung und über die ""Formula Consensus"". Sein Hauptwerk, die ""Helvet. Kirchengeschichte"" von 1698-1729, war die polem. Antwort auf eine Darstellung des kath. Theologen Johann Kaspar Lang."
10782,https://hls-dhs-dss.ch/de/articles/010782/,"Pfenninger, Johann Konrad",Männlich,1701–1750,1751–1800,,Johann Konrad,Pfenninger,1747-11-15,1792-09-11,1771,"Anna Katharina Ziegler, Tochter des Adrian, Obervogts"," Autorin/Autor: Ursula Caflisch-Schnetzler 15.11.1747 Zürich, 11.9.1792 Zürich, ref., von Zürich. Sohn des Johann Kaspar, Schriftstellers und ab 1768 Pfarrers am Fraumünster in Zürich, und der Anna Elisabeth Escher. 1771 Anna Katharina Ziegler, Tochter des Adrian, Obervogts. Stud. der Theologie in Zürich, 1767 Ordination. 1775 Diakon, 1778 Pfarrer an der Waisenhauskirche in Zürich, 1786 Diakon am St. Peter in Zürich. P. war engster Freund und Mitarbeiter von Johann Kaspar Lavater. Ab 1772 verfasste er apologet., poet. und musikal. Werke und gab ab 1779 das ""Christl. Magazin"" heraus."
