Info,Anzahl
Hochzeit zu Zürich am 1. November,1
"nat. 1743, 23. Julii",1
Trüllmeisters,1
5 Gzulden,1
"Nachtrag: ""Mort. den 29. Xbr. 1767.""",1
"von Biesingen. ""Büesingen im Duttlinger Ampt"", erhält einen Schein am 6. Februar 1652 (E III 33.3, S. 115)",1
Gschwornens,1
"b. den 6ten Martii, 1763",1
Witwe des Hans Georg Spörri,1
"get. d. 29. Maji 1772, ledig",1
Sponsa baptiz. d. 23. 9bris 1751,1
nata. 30. 9br. 1706,1
in Hemberg Togg.,1
b. d. 30sten Apr. 1743,1
b. d. 20. Jan. 1722,1
b. d. 20. Jan. 1726,1
"""auß dem Beßmer, im Turgeü""",1
"""von Hurnen der Pfarr Syrnach""",1
b. 30. Merz 1747,1
Jakob Heussers Tochter,2
b. den 8. Febr. 1774,1
Geschwornen Heinrichs ledige Tochter,1
aus dem Hard der Außersihlg[emeinde].,1
b. d. 26sten 7br. 1728,1
bapt. d. 15. Jan. 1736,1
Gilgs Tochter,1
bapt. d. 22. Jan. 1732,1
b. den 16. Aug. 1753,1
"Näherin (""Nayerin"")",5
Jakob Morfen sel. Tochter,1
Lienhard Büchis sel. Tochter,1
Bapt. den 7ten Mei 1730,1
bapt. 10. 9br. 1715,1
"Zürricher, ""an der Egg auß der Pfarr Schönenberg""",1
"Wachtmeister Hans Jakob Schmids Tochter. ""NB. 10 lb. per den Einzug wurden erlegt den 16. Brachm. 1770.""",1
Heinrichs Vieharzt sel.,1
Schoüwig,1
aus der Limmatburg,3
uß der Pfarr Küßnacht,2
v. Ober-Lunnern der Pfarr Ottenbach,1
"nat. 1776, 22. Aug.",1
Bapt. d. 19. 10br. 1697,1
von Wyler bey Eglisau,1
alt Vogts Heir[ec]chen,1
bapt. d. 21. ...,1
N[at]. 3. März 1757,1
bapt. 1724 den 11. Julii,1
"Eltern: Joh. Georg Geyer, Katharina Burkhart, beide von Liebenzell",1
Witwe des Metzgers Bornhauser,1
geb. d. 2. Merz 1766,1
Trauung gegen den Widerstand des Pfarrers,1
"von Otelfingen, ""geb. zu Schäflistorf""",1
Anely,1
Elsy Rohm,1
"""von Heferschweil der Pfr. Metmstetten""",1
B. den 4. 10bre 1744,1
"Verena Mehr, peregr. uß der Pfarr Niderhaslen",1
Hans Jakob Sidlers sel. Tochter,1
B. den 2. Maii 1723,1
Witwe des Hans Jakob Bodmer von Oberradhof,1
Wagner Jacobli sel. Tochter,1
"Eltern: Herr Johannes Hämmer, und Magdalena Ziegler",1
Sie hat ein Vermögen von ca. 100 Gulden.,1
"""von Ebertschweil in dem Kirchgang Cappel""",1
Nat. 25. Martii 1723,1
bapt. den 27. Augst. 1752,1
Sponsa erat gravida.,4
Straffin,1
"""conc. et cop. Hr. Conrad Wirth, VDM""",1
"beyde aus dem Closter, im unter Aügster-Thal",1
bapt. 1680 d. 7°. 9bris,1
Eltern: Heinrich Egli und Susanna Hess sel.,1
"Heinrich Spalingers (""Kl. Heinelis"") Tochter",1
"""im Gyrenbad""",1
B. den 29. Jul. 1725,1
T[ext]. Coloss. III:10.,1
am Stein,3
"Eltern: Melchior Huber, Verena Wüst",1
"""aus dem Gammetschweil der Pfarr Hinweil""",1
Bapt. den 5. 9bris 1733,1
nat. 1731 den 7ten Aug.,1
"Datum der Entlassung. Zweiteintrag auf S. 330 ohne Nennung des Bräutigams: ""Anna Hottiger, jungen Hagis sel. Wittwe"".",1
Baptiz. den 23. Mey 1734,1
ab der Wiß,2
nata den 20. Jun. 1728,1
aus Ballikon der Pfarr Dürnten,1
von Hof in Scheüren der Pfarr Maur,1
"Eltern: Weibel Hotz zu Wald, Elisabeth Egli",1
"""Maria Reimensperger aus der Pfarr Gachnang""",1
N. et B. 18. Febr. 1762,1
Bapt. 1. Maji 1761,1
"b. 1735, 8. 7br.",1
Hans Jakob Brunners Tochter,1
Erbin,1
Nat. 11. Xbris 1715,1
Witwe des Felix Bosshard,3
Haarmejerin,1
B. d. 19. Jan. 1734,1
im Haüßli,4
bapt. den 10. Jan. 1713,1
von Meisterhußen,1
"samstags (""Sabb."")",1
Text. Ps. 133:1.3.b.,1
"Bapt. 1739, 30. Mt.",1
"""ab dem Bühl""",1
absque coronibus,1
"Nachtrag: ""Mort. den 30. Apr. 1791"".",1
b. 6. Mai 1736,1
"nata 1665, 21. Maii",1
bapt. den 3ten M[a]j. 1734,1
Ehgaumer Jakob Guten Tochter,2
N. 17. Jun. 1765,1
Jekli,1
b. d. 27. 9br. 1707,1
nat. 28. Jun. 1770,1
Bapt. 30. Xbr. 1770,1
B. den 28. Febr. [1740],1
Herrn Zunftmeisters sel. Jf. Tochter,1
b. d. 7. Jan. 1757,1
von Dachslern der Pfar Niederweningen,1
Norlinger,2
nat. 25. Mart. 1749,1
Felix Brämen Tochter,1
bapt. 20. Juli 1732,1
Muscat,1
bapt. d. 1. Hornung 1739,1
Hans Jacob Sommerers Tochter. Obiit 1673.,1
Witwe des Jakob Grossmann von hier,1
Obiit in Mart. 1684.,1
"""von Balingen, beyde aus dem Wirtenbergischen""",1
Randnotiz: + 11.4.1817 (begr. 15.4.),1
Text: Psalm. 25:15-17.,1
"Predigt von Herrn Hans Heinrich Zeller, Pfarrer beim Kreuz",1
Nat. den 8ten Jun. 1749,1
nat. 31. Mai 1764,1
"""Nata 1690 den 9. Febr."" zu Höngg",1
nat. 31. Mai 1761,1
nata den 9. Febr. 1724,1
b. 25. Xber 1722,1
Konrad Hubers sel. Tochter,1
B. 31. Julii 1774,1
bapt. 1. 8br. 1724,1
Tachelzen,1
absque coronis. Diese zwei Paare (Jakob Albrecht und Anna Hauser sowie Kaspar Leemann und Barbara Hauser) mussten am Samstag gehen.,2
Heinrich Näfen sel. Tochter,1
Pfarrer Heinrichs sel. Tochter,1
B. 1. Brachm. [17]49,1
Träß,1
bapt. 1745 den 7. Sept.,1
"b. 1743, 3. Febr.",1
"Eltern: Alt Ehgaumer Jakob Fisler sel., Regula Baur. ""Text: Ephes. Cap. 5. v. 15 a.""",1
"Eltern: Christian Hürlimann, Verena Mettler",1
Kobetin,1
Witwe des Jakob Koller,1
im Riedhof,1
Witwe des Schneiders Hans Albrecht,1
von Guntentschweyl,1
nata 16. Mey 1734,1
Ulli,1
"von Fahrwangen, der Pfarr Seengen, beyde aus Lobl. Canton Bern",1
Marx Angsten Tochter,1
nat. 26. Jan. 1732,1
ab der Aberen,1
Witwe des Othmar Nägeli,1
Witwe des Georg Diener,1
aus dem Hard in der St. Peters-Gemeinde. Sie erlegte der Kirche 10 Pfund.,1
Witwe des Christoph Keller,1
bapt. den 13. Jan. A°. 1715,1
absque coronis et sertis nuptialibus,18
Bapt. d. 26. Xbr. 1742,1
bapt. 1770 d. 24. Oct.,1
wohnhaft zu P...,1
längere Bemerkung zu den vorgewiesenen und fehlenden Schriften,1
Randnotiz: + 2.11.1821 (begr. 6.11.),1
Geschwornen Kaspar Kellers ledige Tochter aus dessen zweiter Ehe,1
von Kefikon,1
Vreena Kämpfin,1
"aus der ""Pfarr"" Dürnten",3
bapt. den 23. 10bris 1688,1
"""Chabrand""",1
[bapt.] 7. Nov. 1756,1
"von Riedten, der Pfarr Zurzach",1
Bapt. den 13ten Merz 1729,1
bapt. 1707,1
Purin g. Fischer,2
nata den 9. Aprl. 1758,1
baptiz. den 21. Xbr. 1694,1
baptiz. den 10ten Merz 1719,1
"Kradolffin, ""Sulgen ex Turgovia""",1
...,3
B. d. 15. Jul. 1749,1
"Bapt. 1750, 12. Apr.",1
"Eltern: Hans Fatzer, Schuhmacher, Barbara Peter",1
"""Jgfr. Dorothea Meisin von Wezicon""",1
"Mr. Hans Martins, Schlossers und Lehenschmieds",1
"Hans Ulrich Kleislis, Küfers, Tochter",1
Text: Luce. XIV:15-24.,1
von Niderdorff auß der Gmeind Egg,1
Felix Schmids Tochter,3
"von ""Dauwstetten""",1
"Eltern: Heinrich Gull, Susanna Blattmann",1
"b. [17]76, 4. Aug.",1
Läserin,2
Bapt. 30. Jul. 1758,1
Nata 1. Merz 1691,1
Witwe. - Sie wurden am 3. November von den Eherichtern wieder geschieden.,1
Datum des Zeugnisses für Verena Wüst,1
b. 15. Apr. 1775,1
Spönnhauwerin,1
Baptiz. 6. 9brs. 1735,1
"""Gyßin""",1
auß der Gemeind Rüti. Zahlt 5 fl. Brautgeld.,1
von Kilchberg auß dem Thurgeü,1
"von Keretzen, im Glarner Land",1
b. 3. Sept. 1743,1
"""Linkenhager"", ""aus der Pfarr Helffetschweil im Toggenburg""",1
"Eltern: Ulrich Brunner sel., Anna Barbara Koblet",1
b. den 15. Decbr. 1776,1
Rudolf Lupfers Tochter,1
Trüllmeisters sel.,1
Felix Boppen Tochter,1
"""Hr. Archidiacon Tobler hielt die Trauungs-Rede.""",1
Anna Zwikin,1
Hannslis in der Wängi Tochter (E III 73.2),1
nat. den 7. Xbris 1721,1
"nat. 1740, 26. Jun.",1
"Elsi, Müllers Tochter",1
"Bemerkung: Hatten schon ein Kind ""baptiz. ibid. & obiit."" [mit ""ibidem"" ist wohl Biel gemeint.]",1
b. 21. Apr. 1743,1
"Orell korrigiert aus ""Rosell""",1
N. et B. 1. Febr. 1769,1
Randnotiz: + 16.6.1812 (begr. 20.6.),1
Stuntz,1
Bapt. 3. 8br. 1751,1
b. den 27. May 1731,1
bapt. d. 2. Xbr. 1764,1
Maurer Hans Ulrichen sel. Tochter,1
Barbali Yse,1
b. 4. Mart. 1781,1
"""der Pfarr Hirzel""",1
"Eltern: Heinrich Job, Susanna Sandmeier",1
Vater: Hans Schoch,1
Obiit im Januar 1664.,1
Bapt. den 29. Junii 1740,1
Elsi Landolt,1
"Hans Heinrich Zublers, alten Forsters, Tochter",1
Text. Prov. 19:14.,1
Elßbeth von Hallwyl,1
eam prius stupraverat.,1
Küelin,1
b. 11. Okt. 1722,1
Summereri,1
Adli,42
"von Volken, der Pfarr Flach",1
Bapt. den 15. 9br. 1711,1
Adle,2
Dessaule,1
Schein an Pfarrer und Notarius Hans Jakob Hirzel zu Hausen am 10. Juni,1
"""Nat. 18. Febr. 1729""",1
"""Text: Prov. 4. v. 23. a.""",1
b. 26. May 1776,1
Schneiderwäbers gnannt,1
"""aus dem Grundhoff""",1
nata den 18. Janu. 1747,1
Geschwornen und alt Almosenpfleger Hans Rudolf Bleulers Tochter,1
auf Klausen,1
hat auch ein Kind gehabt.,1
"Eltern: Jakob Ganz sel. und Margaretha Bänninger, Hans Jakob Laufers Stiefmutter (""quae sponsi noverca"")",1
nata 10. Febr. 1684,1
"Eltern: Kaspar Hofmann, Metzger, Maria Wehrli",1
Witwe des Hans Hollenweger von Weiningen,1
nata 10. Febr. 1680,1
bapt. 7. Aug. 1723,1
"Eltern: Adam Gachnang, Schulmeister, und Barbara Stucki",1
Bapt. 13. Jenner 1752,1
bapt. 17. Junii 1748,1
Elsi Maler,1
dero 2ter Ehstand,1
Nachtrag: Obiit 2. Juni 1787,1
aus dem Ehrenstock,1
Witwe des Hans Rudolf Bebie von Bertschikon,1
Muser,1
Witwe des Sebastian Breitenstein von Nürensdorf,1
uß dem Urfall,1
"""bapt. den 13. Merz 1738""",1
Brüelmannin,1
"Bap. 1731, 17. Jul.",1
"Text: Ps. 1, v. 1-2",1
des Forsters Tochter,2
bapt. 7. Jenner 1748,1
b. den 10. Martii 1744,1
Anna Freyber,1
Hänßels Tochter,1
Verena Derhinden,1
b. 17. Jul. 1712,1
1774,8
1777,6
n. d. 9. 9br. 1727,1
nat. 1744 den 11. Martii,1
1770,4
1773,6
1772,9
bapt. 24. 7br. 1758,1
N. 23. Jul. 1754,1
"""v. Melliken, Pfaar Zurzach""",1
1779,3
1778,1
Leonhard Webers sel. Tochter,1
beyde von Iburg der Pfarr Seen,1
nat. 7. Sept. 1729,1
"Eltern: Alt Schulmeister Jakob Zuber, Frau Adelheid Klauser",1
Brödlitragers,1
bapt. 2. Feb. 1721,1
Ulrich sel.,1
Müllers zu Weissenbach Tochter,1
"""auß Bündten""",1
"""repudiata a Jacob Egg v. Bolsteren""",1
Akertin,3
"Witwe des Untervogts Hans Müller ""zu Ütticken""",1
bapt. d. 3. Xbrs. 1747,1
v. Immenstatd im Algeü. Die Eintragung erfolgte erst nach erhaltener Bewilligung von Bürger Distriktstatthalter Redinger in Höngg.,1
nat. 30. Jun. ao. 1715,1
"Herrn Pfarrers zu Lustdorf TG Tochter (""Hrn. Pfarers zu Lustorf Fil."")",1
Heinrich Kunzen sel. Tochter,9
Nat. 14. Nov. 1756,1
Mauser-Ulis Enkelin,1
"""aus dem Töbeli der Pfarr Seen""",3
"""Barbel Merkin""",1
bapt. d. [Lücke] Xbrs. 1734,1
"Catheri Moleri, de Wattwil aus dem Tokenburg",1
"""daselbst copuliert""",1
"Witwe des Michael Moser ""von Öhrlingen der Pfarr Andelfingen""",1
"Eltern: Hans Jakob Vollenweider, Susanna Spinner",1
"nat. 1757, 20. 8br.",1
"[Bapt.] ""den 25. Sept. 1763""",1
von Bernegg aus dem Reinthal,1
Vater: Hans Ulrich Baltis,1
B. d. 12. Apr. [17]44,1
"absque coronis, samstags",6
"""Cleffen""",1
"""Hrn. Stettrichters sel.""",1
uß dem Klösterli,1
"Zeugen: Hans Egloff, Jakob Boller, Hans Schärer",1
baptizata 13. 7br. 1693,1
Jacoblis Tochter,1
Margret Schiri,1
Text: 1. Tim. IV. 8.,1
Brautschein erteilt. Zweiteintrag auf S. 348 ohne Name des Bräutigams.,1
[bapt.] 8. 8br. 1744,1
aet. 38 ,1
Jos Schärers sel. Tochter,1
bapt. 23. Febr. A. [17]68,1
baptiz. den 15. Xbr. 1701,1
Wigand,1
"Witwe, zuletzt mit Heinrich Hürlimann verheiratet",1
bapt. 7. Febr. 1757,1
Schwägler,1
bapt. d. 23. Octobr. 1723,1
bapt. 7. Febr. 1758,1
Witwe des Heinrich Elliker,1
nat. den 24. Jan. 1768,1
"Niklaus ""Grüters"" ab der Hub Tochter",1
Susanna Trinkler ab dem Hirtzel,1
Bapt. den 20. Jul. 1738 ,1
Attlicken,1
"""von Gundetschwyl der Pf. Gachnang""",1
Nachtrag: Von Flaach,1
Margret Metlerin genampt Hartman,1
von Gündlikon der Pfarrey Elgg,1
b. d. 13. Oct. 1768,1
nat. den 4. 8br. 1733,1
"Galli Rottmunds sel. Tochter ""von Überlingen""",1
b. 7. Dez. 1745,1
"samstags, absque corona",2
Frydöhin,1
Louffer,2
"Bleistiftanmerkung: ""wol unrichtig""",1
A. 54,1
auf der Heel,1
"""von Oberwagenburg der Pfarr Embrach Cantons Zürich""",1
"""von Adlischweil der Pfarr Kilchberg""",3
"vidua, mater modo dictae",1
Leny Scheler,1
Witwe des Meisters Hans Hartmann,1
baptiz. den 24. Febr. 1714,1
Kindimann,11
nat. 27. Nov. 1779,1
Jakob Oehningers sel. Tochter,1
[bapt.] 1698,1
Schmidhansen Tochter,1
v. Nöschweil,1
"Eltern: Ulrich Wild, Barbara Burkhard",2
Witwe des Rudolf Müller,3
bapt. 19. Maii 1695,1
"""Bapt. ibid. [Wädenswil] 19. Maj. 1746""",1
Heinrich Martis Tochter,1
bapt. 1695 d. 28°. 7bris,1
"Bemerkung ""NB"".",1
Salman,1
des Jungen,1
Bapt. 15. 7bris 1696,1
nata d. 12. Junii 1718,1
"Johannes Manzen, alt Schloss-Rebmanns Tochter (""alt Schl. R. T."")",1
Brugbacherin,7
b. den 17. Mart. 1777,1
b. 1. 8br. 1672,1
p. t. auf der Hütten,1
"""v. Bliggetschweil""",1
Hans Jakob Buchmanns sel. Tochter,1
Ihr Bruder Heinrich Brennwald heiratet am gleichen Tag.,1
Witwe des Heinrich Reichling,1
Bapt. den 10ten Martii 1722,1
Hanns Tochter,1
getraut am Samstag,10
Guggerlin,1
"""v. Wyla Pfr. Hittnau""",1
"samstags, weil die Braut zu früh geschwängert war",1
baptiz. d. 23. Maii 1697,1
bapt. 2. Febr. 1755,1
Bapt. den 20. Jan. 1715,1
b. 3. Juli 1774,1
bapt. d. 4. 9br. 1731,1
Ihr Bruder Leonhard Vollenweider heiratet am gleichen Tag.,1
"Anna Sieber, geborene Schinz",1
"Ütikon, ""teste Pastore""",1
"[Das Ehegerichtsprotokoll vom 30. Sept. 1749 nennt sie als Jakob Haltiner und Judith Walser von Altstätten im Rheintal (YY 1.240, S. 291-292).]",1
Knaus,1
Bapt. 27. Augst. 1767,1
Hs. Peters sel.,1
baptizata A°. 1679 d 13. Fbr.,1
bapt. 22. Mertz 1746,1
Bapt. 24. Augstm. 1755,1
Jäckli,1
"Jakobs, Schuhmachers (""Sut."") ledige Tochter",1
bapt. den 17. Maii 1760,1
bapt. 23. Junii 1720,1
"Ulrich Schwarbers ""im Weyler"" sel. Tochter",1
n. d. 31. Merz 1715,1
"Glaser (Gl."") Hans Ulrich Kellers Tochter",1
"Schwyter. E III 74.1, S. 55 (Bräute): Heinrichen zu Aesch",1
"""im Schwendihof der Pfarr Wyßlingen""",1
Andreas Landisen sel. Tochter,2
"[bapt.] 1718, 31. 8bris",1
"Eltern: Christoph Sigrist, Anna Bosshard",1
b. 24. Apr. 1774,3
get. 8. Apr. 1716,1
Speier,1
"bapt. 1764, 5. Mart.",1
von Züniken bey Elgg,1
b. 23. Sept. 1694,1
"Adamen ""von Ebenholtz"" Tochter",1
nata 1712 den 11-. Febr.,1
Rudolf Sidlers Tochter,1
Sy verstadt die Religion wol,1
bapt. 2. Dez. 1770,1
bapt. 23. Aug. 1767,1
Sp[onsa]. N[at]a. 11. 8br. [1]722,1
Egmann,1
"Leutnant Ulrich Fricken sel. ""by dem Stampf"" Tochter",1
Bokli,1
geb. 9. Hornung 1749,1
Witwe des Felix Ungricht von Dietikon,1
"[Im Ehebuch Weisslingen sind Hans Georg Bosshard von Weisslingen und Dorothea Sigg von Oberwil (Dägerlen) ohne Datum zwischen dem 27. Okt. und 23. Nov. eingetragen. Der Eintrag ist gestrichen (E III 138.2, S. 121).]",1
Freni Wätli,1
Sädleggeri,1
"Eltern: Heinrich Bräm sel., Ehgaumer, und Verena Bräm",1
genant Schwitzer,1
von Welsch Neuburg,1
N. 29. Apr. 1760,2
Schein von Pfarrer Felix Bachofen in Hittnau,1
bapt. 1sten 9brs. 1772,1
b. 28. Juli 1748,1
Froneck Rogckwyler von Bischoffzell,1
von Nadtenschweil,1
Witwe des Rudolf Walder,1
"Entlassungsschein (""Erlaßschein"") an Herrn Pfarrer zu Wädenswil gegeben. Zweiteintrag auf S. 336 ohne Name des Bräutigams.",1
von Mettendorff der Pfarr Hüttlingen im Thurgaü,1
auß dem Müsli,1
ab dem Chiemberg,1
NB.,11
bapt. d. 7. Julii 1759,1
von Taingen,1
Günthert,4
"Nachtrag: ""Mort. den 15. Jun. 1769.""",2
Heinrich Bären sel. Tochter,1
Bapt. 27. Merz 1766,1
"""Reichener""",2
nat. den 24. Sept. 1761,1
Herrn Decani sel. Tochter,1
Hans Heinrich Widmers Tochter,1
"""ab dem Wasen der Pfarr Nieder Weningen""",1
"Simon Gerings Tochter von ""Jersingen"", Bebenhauser Klosteramts",1
Margret Straler,1
"getauft in Spiez BE am 15. November 1663 (Eltern: Michael Sässler, Anna Maurer)",1
"""aus dem obern Hard der Außersihl Gemeinde""",1
Hinna,2
"v. Niederglatt, Pfrr. Niederhasli",1
nat. 24sten 7br. 1769,1
"""a c c.""",2
"""Conc. et cop. Hrn. Catechist Kambli. T[ext]. 2. Petr. 1:2.""",1
Magetha Staubin,1
"Eltern: Mr. Ulrich Lutz, Anna Indermaur",1
"""von Würenloß, der Pfarr Ottelfingen""",1
bapt. 20. Mart. A. [17]29,1
Schwendenmännin,1
Heymann,1
"Text ""Matth. VI:33.""",2
"Anna Hiltperthouserin von Wattweyl in dem Toggenburg, gebohren zu Hombrächtikon den 18. Aug. 1761. aet. 23.",1
B. zu Horgen den 3ten Mey 1738,1
nat. 10. Febr. 1765,1
bapt. den 23. Apr. 1769,1
b. 26. Sept. 1717,1
"Dimission mit Schein an Herrn Pfarrer Nüscheler in Horgen. Zweiteintrag auf S. 333 ohne Name des Bräutigams: ""Erlaßschein gegeben"".",1
"""in der Chieleren""",2
Kunßin,1
baptiz. den 14. Aprilis 1737,1
Spon[sa]. nat. den 16. Augst. 1767,1
Witwe des Adrian Meier,1
"""Lis. Kuhn""",1
B. 12. 9bre 1719,1
"""von Rikon der Pfarr Wildberg""",1
"Eltern: Johannes Brunner, Barbara Brunner",1
"Witwe (""ein Wittfr. ibi""). Eingesegnet in der Kirchgemeinde Scherzingen",1
Kirchmeier Hans Stricklers Tochter,1
Hochfalden in der Pfarr Pfäffiken,1
auch in der Enge wohnhaft,1
"""sind zämen gschloffen""",3
auf Lettenberg,1
b. 10. Jan. 1751,2
"""v. Windlach der Pfarr Stadel""",1
b. 30. Mart. 1773,1
"""NB.""",15
Speklis,1
"Elisabeth Engler, ab Burg bey Stein am Rhein",1
b. 10. Jan. 1758,1
Hannenmanin,1
Nat. A. 1752,1
"""v. Ebertschweil der Pfarr Cappel""",1
"Häsin, ""ußm Brysgöw""",1
"""baptizata A°. [16]76, 10. 7br.""",1
baptiz. d. 12. Febr. 1764,1
"Anna Wäspi von Wattweil, im Toggenburg",1
"Kolosser 3, V. 18, 19",1
Bapt. den 20 Heüm. 1721,1
v. Wyla auß der Pfahrr Neünfohren,1
Baptiz. 1. 7br. [17]49,1
Witwe des Ulrich Schneider,2
Sie sind im Juni 1727 hier gewesen und haben um eine Brandsteuer angehalten.,1
aus der Pfarr Bäretschwyl,1
get. D. 30. Dec. 1736,1
Barbeli Bayer,1
Wernli,2
[bapt.] 18. Aug. 1771,1
"bapt. 1703, d. 23°. 7br.",1
Brunnenmeisters sel.,1
"nata 1755, 15. Jun.",1
Eltern: Rudolf Volkart und Barbara Maag sel.,1
ab dem Langdorf der Pfar Frauenfeld,1
Tüffenbächin,1
Ursula Mönchin aus der Gemeind Kilchberg,1
bapt. den 6. 9br. 1707,1
getauft 8. Febr. 1722,1
Wilhelmina Büdling von Stugart,1
"""von Buchweil aus dem Toggenburg""",1
"Eltern: Mr. Hans Jakob Binz, Schneider, und Salome Oeri",1
"Eltern: Heinrich Bosshard, Barbara Fehr",1
nat. et. bapt. den 18. Jun. 1769,1
"Eltern: Felix Grob, Jakobea Frick",1
Müller Fricken sel. Tochter,1
Oehl Damions,1
Tobelensis,1
Heinrich Schalchers des Sigristen Tochter,1
"Zeugen: Kleinhans Weber, Jakob Boller",1
n. 1726 den 25. Aug.,1
"""Korber""",1
nat. 13. Mz. 1757,1
bapt. den 25. Xbr. 1771,1
"""von Gündlikon der Pfarr Elgg""",1
Hans Tuchschmiden Tochter,1
b. d. 15. Nov. 1733,1
b. 18. Juli 1779,1
"Eltern: Marx Meier, Regula Knecht",1
Die lychtf. Schwaben laßen ihr Geillheit nicht etc.,1
B. den 15. Merz 1739,1
von Wettischwil,1
"von Zürich, deren Eltern aber sesshaft auf der Rietmühle (Dinhard) und ""pfarrgnößig"" zu Dinhard",1
"Nachtrag: ""Mort. den 29. Jun. 1793.""",1
Praec. filia,1
Heineli Freyen Tochter,1
von Dübeldorff,1
"""Nat. 1706, 13. Juni""",1
Lüpoldt,4
von Zell im Turbenthall,1
Heinrich Meilis sel. Tochter,1
Lienharden Tochter,1
Etzispüelerin,1
"""ab der Glattbrugg, der Pf. Kloten""",1
get. 23. Jenner 1757,1
"Jf. - ""Denen hielte vor der Copul. 1 Visit derselben Braut Vater Hrn. Petter Hegner von Winterthur",1
B. den 22. 8bre 1712,1
"""v. Z[ürich]. od. Thalmülli""",1
Undermeilen,1
Anna Hefelin uß dem Bryßgaw,1
Nata die 13. Aug. 1742,1
b. 24. Jan. 1734,2
spuria,22
b. d. 6. Xbr. 1739,1
der Pfarr Wezikon,1
baptiz. den 10. 8br. 1751,1
"""ab der Risi""",4
Nachtrag: + 27. Sept. 1841,1
Bentalin,3
Nat. den 12. 8br. 1749,1
"Vater: Jakob Frei ""b. m.""",1
von Metz,1
Radspergerin,1
Huggin,1
nat. d. 1. Jan. 1762,1
"sesshaft im Dickihof (""Tikihof"")",1
"23. September, darüber 24. hinzugefügt",1
"""von Flurlingen der Pfarr Lauffen""",2
nata d. 8. 9br. 1717,1
"Bemerkung beim Eheeintrag: ""Nubs[it] Felix Müller zu Hettlingen.""",1
Meienfeld,1
Witwe des Martin Linsi,1
Charlotte Joli von Lausanne,1
"Margreth Rümeli""",1
Kügoli,1
bapt. den 23. Jan. 1707,1
b. 13. Septbrs. 1778 zu Husen,1
auf der Steig,2
nat. 2. Mar. 1710,1
Schwester meiner ersten Liebsten,1
bapt. 17. Febr. A. [17]39,1
"Witwe des Hans Gassmann ""von Boppensol der Pfarr Otelfingen""",1
b. 21. Aug. 1707,1
Disere ist laut Tauffzedel gebohren den 22. Jenner 1671.,1
bapt. 1. Febr. [17]67,1
von Unter Hallau Löbl. Cantons Schafhausen,1
nat. 28. Jul. [1]753,1
"""aus dem Müllikram""",1
[Baptiz.] den 19. Merz [17]69,1
Dürrig,2
aus der Scheuer,1
Ante nuptias praegn.,1
Bapt. den 29ten Febr. 1728,1
ba. 20. Feb. 1698,1
bapt. d. 14. Maji [17]75,1
Bapt. 24. May 1759,1
Knaüsli,1
Hans Jakob Staubers Tochter,1
b. 1. Aug. 1745,1
bapt. d. 30. Augstm. 1727,1
"Nat. 26. Junji [17]46. ""Zahlt 5 fl."" [Brautgeld].",1
bapt. d. 3. 10br. 1692,1
von Nüferen,1
"""Veronica Boßhardt auß dem Sternenberg""",1
bapt. 16. Xbris 1687,1
aus dem Sedel,1
Margret Berkarin,1
Witwe des Heinrich Rusterholz,1
[bapt.] 22. Mertz 1705,1
"bapt. den 30. Maji, 1772",1
Uli Buchmanns Tochter,1
baptiz. d. 15. Jan. 1698 [recte 15. März 1698],1
nat. 19. Xbr. 1753,1
nata 11. Jan. 1733,2
Elsi Streüwli,1
Geschwornen Heinrich Grosshansen sel. Tochter,1
"auß dem Langdorff, bei Frauwenfeld. ""Diße sind früzeitig zusamen gschloffen, daß sy habend Hochzeit halten müßen.""",1
Hüßerj,1
"Eltern: Jakob Fehr, Barbara Furrer",1
Schulmeisterin in Gassen,1
Nat. d. 6. Oct. 1768 et Bpt. d. 10. den,1
geboren den 8. Mertz 1696,1
"Eltern: Jakob Zollinger und Elisabeth Kunz (""nachg[elassene]. Tochter"")",1
Merger,2
nat. 20. 10br. 1744,1
von Entenschweil der Pfarey Neükirch,1
v. Rengischw. d. Pfrey. Dußnang,1
Herrn Pfarrers Tochter von Volketswil,1
bapt. d. 10. Junii 1764,1
"bapt. 1711, d. 12°. Julii",1
uß U. G. H. Statt,1
aus dem Münchoff by Kilchberg,1
Nat. den 23. 7br. 1688,1
"""v. Tiboldingen der Gemeind Ermatingen""",1
Sponsa baptiz. d. 12. 7bris 1754,1
B. den 15. Febr. 1680,1
"b. 9. Mai 1771. ""Hat sich aber, u. zwahr aus gantz schlechten Gründen, schon wieder A°. 1801 von ihrem Mann scheiden laßen.""",1
"""Text. 1. Chor. 15 : 58.""",1
b. 22. 10br. 1709,1
"getauft in Basel im Münster ""d. 24. Xbr. 1693""",1
baptz. den 9. Augstm. 1698,1
b. den 1. Novbr. 1770,1
bapt. 17. Aug. 1727,1
nat. 29. Aug. 1745,1
Sie haben Kranz und Schappel verscherzt.,1
bapt. 16. 7br. 1716,1
ab der Rütty,1
Richter Rüdemanns Tochter,1
"Baptiz. 1753, 3. 9bris",1
Nata die 18. Apr. 1705,1
"Pfarrerstochter (""past. filia"")",1
Barbara Weibracht,1
Gabbel Heiris sel. Tochter,1
alt Forster Rudolf Spinners Tochter,1
nat. d. 10. Jun. 1700,1
Nat. d. 19. Martii 1761,1
"Melchior Eggen, des Richters und Müllers Tochter",1
